question_id,company_id,gold_answer_raw,gold_answer_normalized,answer_unit,disclosure_status,expert_verified,normalization_rule,scoring_rule,reporting_boundary,confidence,evidence_text
emni-0201,emni,Not disclosed,NOT_DISCLOSED,톤/백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0202,emni,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0203,emni,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0204,emni,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0205,emni,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0206,emni,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0207,emni,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0208,emni,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0209,emni,Not disclosed,NOT_DISCLOSED,톤,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0210,emni,Not disclosed,NOT_DISCLOSED,M3,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0211,emni,Not disclosed,NOT_DISCLOSED,M3,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0212,emni,Not disclosed,NOT_DISCLOSED,M3,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0213,emni,Not disclosed,NOT_DISCLOSED,M3,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0214,emni,Not disclosed,NOT_DISCLOSED,M3,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0215,emni,Not disclosed,NOT_DISCLOSED,M3,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0216,emni,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0217,emni,Not disclosed,NOT_DISCLOSED,M3/백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0218,emni,Not disclosed,NOT_DISCLOSED,M3,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0219,emni,Not disclosed,NOT_DISCLOSED,M3/백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0220,emni,Not disclosed,NOT_DISCLOSED,ha,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0221,emni,Not disclosed,NOT_DISCLOSED,ha,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0222,emni,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0223,emni,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0224,emni,2096270,2096270,원,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,2025 최저임금 고시
emni-0225,emni,18380,18380,백만 원,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,매출액 18380261067원
emni-0226,emni,29699,29699,백만 원,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,29699 (2024)
emni-0227,emni,26312,26312,백만 원,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,26312 (2023)
emni-0228,emni,Not disclosed,NOT_DISCLOSED,백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0229,emni,891,891,백만 원,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,이자비용 890696540원
emni-0230,emni,749,749,백만 원,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,749 (2024)
emni-0231,emni,114,114,백만 원,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,114 (2023)
emni-0232,emni,Not disclosed,NOT_DISCLOSED,백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0233,emni,Not disclosed,NOT_DISCLOSED,백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0234,emni,Not disclosed,NOT_DISCLOSED,백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0235,emni,Not disclosed,NOT_DISCLOSED,백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0236,emni,-4838,-4838,백만 원,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,medium,당기순이익 -4838402395 − 배당 0원
emni-0237,emni,1487,1487,백만 원,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,medium,1487 (2024)
emni-0238,emni,-387,-387,백만 원,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,medium,-387 (2023)
emni-0239,emni,Not disclosed,NOT_DISCLOSED,개,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0240,emni,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0241,emni,Not disclosed,NOT_DISCLOSED,회,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0242,emni,Not disclosed,NOT_DISCLOSED,개,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0243,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0244,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0245,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0246,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0247,emni,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0248,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0249,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0250,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0251,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0252,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0253,emni,Not disclosed,NOT_DISCLOSED,명,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0254,emni,Not disclosed,NOT_DISCLOSED,명,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0255,emni,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0256,emni,Not disclosed,NOT_DISCLOSED,시간,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0257,emni,Not disclosed,NOT_DISCLOSED,명,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0258,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0259,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0260,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0261,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0262,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0263,emni,4,4,명,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,이사 7 − 사외이사 3
emni-0264,emni,4,4,명,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,4 (2024)
emni-0265,emni,5,5,명,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,5 (2023)
emni-0266,emni,3,3,명,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,사외이사 3
emni-0267,emni,3,3,명,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,3 (2024)
emni-0268,emni,3,3,명,matched,True,identity_numeric_if_possible,value_match_with_unit,Korea,high,3 (2023)
emni-0269,emni,Not disclosed,NOT_DISCLOSED,백만 원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0270,emni,Not disclosed,NOT_DISCLOSED,배,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0271,emni,Not disclosed,NOT_DISCLOSED,배,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0272,emni,Not disclosed,NOT_DISCLOSED,%,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0273,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0274,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0275,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0276,emni,Not disclosed,NOT_DISCLOSED,원,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0277,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0278,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
emni-0279,emni,Not disclosed,NOT_DISCLOSED,건,Not disclosed,True,not_disclosed_to_canonical_token,abstain_expected,,,Not disclosed
